deg	deg	HIP	mag	mas	mag	sptype
184.4469386061	-36.0939794448	 59950	 6.15	   6.68	 0.008	A0V
184.4479046288	-45.3928729551	 59951	 7.95	   1.52	-0.088	B4II/III
184.4485045661	+25.0543699595	 59952	 8.69	   5.35	 0.553	F7V
184.4516407549	+46.6224372966	 59953	11.62	  25.09	 1.700	M
184.4550549619	-50.0252123746	 59954	 8.85	   4.62	 0.621	G8IIIp+...
184.4581834656	+10.1199871435	 59955	 9.81	   0.72	-0.115	B9
184.4609746516	-11.0096725982	 59956	 8.69	   3.07	 0.326	A2
184.4617547388	+15.0192233211	 59958	 8.36	   9.93	 0.527	F8
184.4621118979	+25.5713439940	 59957	 7.85	  11.47	 0.365	F2V
184.4651083082	-69.2195103714	 59959	 8.59	   1.48	-0.074	B3Vnn
184.4716339931	-55.9755254047	 59960	 7.80	  10.89	 0.458	F5V
184.4724640991	-06.4310800226	 59961	 7.81	  11.32	 0.473	F8
184.4732042342	+31.9924767073	 59962	 9.53	   7.09	 0.435	F5
              	              	 59963	10.13	       	 1.338	K
184.4786055474	-16.9527455022	 59964	 7.89	   3.88	 1.133	K0III
184.4803637765	-57.8501492298	 59965	 6.75	   3.11	 1.584	K3III
184.4813306806	-24.0134101496	 59966	 6.95	   8.00	 0.100	B9V
184.4852784781	+36.8993595411	 59967	10.27	   1.00	 1.232	K1III
184.4869853475	-35.8317152475	 59968	 8.50	  12.75	 0.762	G6/G8V
190.2607774646	+68.5085434411	 61896	11.51	  10.04	 0.876	
184.4889805983	+11.8040716264	 59969	 9.04	   0.90	 1.326	K0
184.4897609562	+01.5753178572	 59970	 7.56	   3.99	 0.095	A2
184.4919842994	-69.9429688086	 59971	 7.95	   2.03	 1.626	K4III
184.4932875395	+49.8896006662	 59972	10.61	   6.65	 0.810	G0
184.4948238275	+32.7339223380	 59973	 9.08	   9.23	 0.530	G
184.5002985141	-14.9379667844	 59974	 8.81	  13.51	 0.653	G5V
184.5010147198	+68.7970397289	 59975	 7.65	   5.82	 0.853	G5
184.5035397518	-64.1862680099	 59976	 8.29	   6.68	 0.376	F0V
184.5040663531	+20.4209178321	 59977	 9.38	  10.48	 0.646	G0
184.5061573711	-49.1207883136	 59978	 8.78	   5.04	 0.566	F7V
184.5117549111	-01.8238611161	 59979	 8.19	   2.99	 0.986	K0
184.5172527598	+18.4350443519	 59980	 7.58	   6.68	 0.528	F6III
184.5195754918	-60.6747807742	 59981	 8.91	   0.81	 0.568	F3/F5IV
184.5281322574	-61.4698994523	 59982	 7.51	   2.02	-0.015	B7IV
184.5383789157	-03.9541130681	 59983	 7.08	  12.79	 0.410	F3V+...
184.5398782416	-03.9487790806	 59984	 6.57	  16.20	 0.363	F2V
184.5443837758	-65.6627838367	 59985	 8.32	   0.31	 1.153	G8II
184.5461615252	+22.7149808328	 59986	 8.70	   7.70	 0.519	F8V
184.5462296388	-52.3062887812	 59987	 6.84	   3.36	-0.062	B8III
184.5466896447	+27.3005859693	 59988	 7.47	   6.12	 0.170	Am
184.5522720931	+67.1865836841	 59989	 8.71	   0.77	 1.282	K2
184.5525696248	-57.2295299275	 59990	 8.76	   5.20	 0.350	A8IV
184.5532518189	+34.5799240960	 59991	10.21	   2.62	 0.419	F5
184.5549799958	+09.8684246711	 59992	 8.84	   2.42	 0.171	A3
184.5569483922	-20.8403990461	 59993	 7.31	   8.63	 0.623	G1/G2V
184.5628612257	+39.9559480006	 59994	 9.34	   2.51	 0.508	G0
184.5667347413	+16.1544186781	 59995	10.43	  -1.34	 0.210	
184.5704764553	-63.2801418592	 59996	 9.73	   3.93	 2.090	
184.5760736517	+42.0259486633	 59997	 8.72	   2.38	 1.080	K0III
184.5796372512	+03.1011192396	 59998	 8.02	   3.78	 0.204	Ap...
184.5836445264	-51.2451723486	 59999	 7.58	   2.37	 1.491	K4III
184.5867673928	-79.3122398229	 60000	 4.24	  12.05	-0.123	B5Vn
184.5899333436	-25.0608811981	 60001	 9.81	   4.90	 0.695	F6/F7V
184.5921821184	-15.5942512246	 60002	 8.02	   4.58	 0.311	A9V
184.5932375310	-39.2712850615	 60003	 7.92	   3.65	 1.003	K0III
184.5961684531	+60.3561380235	 60004	 7.77	   2.59	 1.065	G5
184.5996198655	+19.1475468272	 60005	 8.77	   1.60	 0.980	K0
184.6001699899	-05.0315860736	 60006	 8.65	   9.96	 0.440	F5
184.6022064242	-31.4952458527	 60007	 7.49	  16.58	 0.498	F6V
184.6029656247	+39.8013167691	 60008	 9.26	   4.74	 0.460	F5
184.6092986854	-58.1794148490	 60010	 7.63	   0.15	 1.242	G3Ib
184.6093689573	-64.0030707791	 60009	 4.06	   9.03	-0.168	B2.5V
184.6110973167	-20.8097764014	 60011	 7.43	   1.94	 1.682	M1III
184.6111290349	-59.6254168506	 60012	 8.66	   1.73	-0.008	Ap...
184.6150537212	+08.0649744294	 60013	 7.27	   4.01	 1.039	K0
184.6211477573	+32.7488977018	 60014	 6.68	  11.85	 0.237	A5V
184.6211664881	+08.6857403414	 60015	 9.05	   7.18	 0.532	F8
184.6236044401	-42.4274666305	 60016	 8.76	  21.99	 0.841	G8/K0IV/V
184.6238649811	-60.9145374961	 60017	 8.39	   2.72	 1.020	G8III
184.6317515257	+30.2490474279	 60018	 6.23	  18.06	 0.310	A9.5III
184.6338314032	-08.9044205735	 60019	 7.49	  14.35	 0.586	G0
184.6396642976	-43.0616149287	 60020	 8.46	   9.04	 0.511	F6V
184.6434610194	-03.0222722464	 60021	 7.97	   4.75	 1.024	K2
184.6475209756	-14.4071917623	 60022	 7.58	   8.26	 0.386	F2/F3III/IV
184.6498345933	+40.9163727181	 60023	 8.37	   3.28	 0.925	G9III-IV
184.6505937422	-44.1451003209	 60024	 8.41	  22.28	 0.685	G5V
184.6507583940	+23.1200780060	 60025	 8.69	  14.54	 0.523	F8...
184.6541568324	-39.4184012886	 60026	 7.54	   4.42	 0.894	G8/K0III
184.6565601174	-24.1314687099	 60027	 9.10	   1.98	 1.154	K0IV
184.6581931651	-51.4906213960	 60028	 9.41	  21.81	 0.986	K2V
184.6632577804	+54.6136790825	 60029	 8.07	   3.60	 1.116	K0
184.6679899856	-00.7871841021	 60030	 5.90	  10.00	 0.168	A5Vn
184.6704561269	+26.1903608969	 60031	 7.56	  15.97	 0.451	F8V
184.6724535130	-32.0260943155	 60032	 9.22	   8.18	 0.642	G3V
184.6754114335	+21.5136068055	 60033	 9.25	   6.68	 0.526	F8V
184.6774554831	-71.8830882506	 60035	 7.99	  10.79	 1.050	K1III
184.6787705561	+11.7961354133	 60034	 8.88	   7.34	 0.679	G0+...
184.6802554085	-58.6141655003	 60036	 8.78	   3.55	 1.141	K0III:
184.6811474163	+03.8677446630	 60037	 8.58	   5.67	 1.195	K0
184.6844232161	+20.5434179135	 60038	 8.89	   2.99	 1.180	K2
184.6924202992	+19.1681089605	 60039	 8.04	  12.14	 0.570	G0V
184.6919255903	-88.4149215191	 60041	 6.63	   5.16	-0.068	B9V
184.6959687534	-43.0236980340	 60040	 9.03	   3.53	 1.054	G8III
184.7002729420	-55.7719681248	 60042	 8.88	   1.44	 1.036	G8/K0III(w)
184.7010139952	-29.9608990712	 60043	 8.52	   7.88	 0.513	F5V
184.7082631868	+75.1605607727	 60044	 5.47	  11.29	 0.054	A1V
184.7112394808	-32.1151213168	 60045	 9.19	   2.47	 1.132	K1III
184.7181365535	+19.9854782679	 60046	 9.02	   8.93	 0.636	G5
184.7241789179	+56.3685046211	 60047	 9.03	   7.12	 0.527	F8
184.7254401714	-40.1278270223	 60048	 7.95	  22.88	 0.606	G2V
184.7270984945	+60.9434421104	 60049	10.27	   5.54	 0.523	F5
184.7269063775	+30.4682019917	 60050	 9.59	   5.97	 0.480	F8
184.7352620779	-45.8815440868	 60051	 9.13	  18.27	 0.652	G5V
184.7381671561	-53.8724293591	 60052	 8.25	  10.86	 0.435	F3V
184.7383457078	+65.3673184893	 60053	 7.70	  -0.27	 1.560	K5
184.7399539642	+51.1638911076	 60054	 9.58	   1.66	 1.560	M0
184.7405147747	+17.3294871547	 60055	 8.75	   5.15	 0.470	F8
184.7427507320	+23.5689597925	 60056	 8.38	   3.18	 0.960	K0
184.7477402294	-60.2027005156	 60058	 7.84	   5.42	 1.479	K2III
184.7481547461	-33.2922227912	 60057	 7.75	   4.29	 0.980	K0III
184.7489859687	-55.1430020716	 60059	 5.01	   8.55	 1.600	M1III
184.7535948325	-13.5423163866	 60060	 7.35	  10.12	 0.308	A2m...
184.7539758238	+01.1659713078	 60062	 7.62	   3.06	 0.972	K0
184.7535090068	+28.0479907112	 60061	 8.97	  18.85	 0.748	G5IV
184.7561500679	+24.8461617585	 60063	 8.79	  10.62	 0.513	F7Vvar
184.7576261480	-22.8883527760	 60064	 9.23	   0.83	 1.905	M1III:
184.7579246442	+12.9188561750	 60065	10.36	   4.30	 0.225	A3
184.7584380659	+26.0083492635	 60066	 6.44	  13.14	 0.180	Am
184.7615968983	+38.7891543408	 60067	10.93	   4.45	 0.468	F5
184.7669743982	-66.6595930875	 60068	 8.27	   8.97	 0.475	F3/F5IV/V
184.7703152998	-40.1632059612	 60069	 8.75	   3.42	 0.168	Ap...
184.7709199967	+46.2470097807	 60070	 9.14	   1.76	 0.911	G8III
184.7729222391	+32.7542769039	 60071	 9.63	   6.24	 0.413	F5
184.7734629905	-33.7453038982	 60072	 8.02	   6.75	 0.388	F0/F2V
184.7768728630	+40.3127873793	 60073	 7.16	   4.85	 1.000	K0IIICN...
184.7770893255	+16.5482968067	 60074	 7.04	  35.07	 0.604	G2V
184.7779854404	+10.5934356318	 60075	 8.73	   1.67	 1.040	K0
184.7791985580	+52.4388753100	 60076	 8.26	   2.80	 0.891	K0
184.7811125947	-02.0402501851	 60077	 9.23	   2.40	 1.019	K2
184.7978734326	-61.1363424676	 60078	 7.78	   1.57	 0.040	B9IV
184.7991073125	+52.5357492693	 60079	 8.62	   9.88	 0.796	K0
184.8049697219	-52.5750239360	 60080	 8.53	   3.15	 0.962	G8III
184.8062123277	-03.3197893803	 60081	 8.01	  19.51	 0.707	G5
184.8082145624	-71.9170222600	 60082	 8.91	   7.95	 1.014	K0II
184.8164338969	+25.0602428844	 60083	 7.77	   6.05	 0.336	A5V
184.8191817786	-47.8300215076	 60084	 7.86	   6.77	 0.105	A1V
184.8226714014	-56.9798996965	 60085	 8.90	   5.75	 0.449	F0V
184.8283893462	-16.2738632684	 60086	 7.33	   1.41	 1.615	K5III
184.8299693775	+23.0346731018	 60087	 6.26	  11.43	 0.177	A8m
184.8341384592	-08.9146578121	 60088	 6.84	   5.56	 1.094	K0III
184.8342979259	+14.5416387768	 60089	 6.52	   4.34	 1.119	K0
184.8370031836	-59.2912479050	 60090	 8.60	   3.41	 0.117	A1V
184.8428429602	+17.7286577989	 60091	 8.05	   9.33	 0.461	F5
184.8482830508	+09.4646868949	 60092	 9.03	   5.13	 0.483	F5
184.8503715996	+28.3823643025	 60093	10.62	  40.58	 1.439	M2V
184.8534139192	+39.6247009912	 60094	 8.38	  14.85	 0.665	G2IV
184.8559600844	+06.9918868639	 60095	 8.63	   5.28	 0.152	A0
184.8639356960	-26.1073687259	 60096	 8.43	  12.12	 0.737	G3V
184.8681467294	+24.2842170675	 60097	 9.02	  11.88	 0.576	G0V
184.8730294309	+28.1569164423	 60098	 6.38	  20.12	 0.523	F8Vs
184.8749236569	-53.0252306187	 60099	 8.59	   1.43	-0.047	B8V
184.8799408187	+30.1679503416	 60100	 8.78	   3.82	 0.884	G8III
184.8810299817	+40.9393713030	 60101	 7.86	  13.40	 0.511	F5
184.8838971304	-32.5888258905	 60102	 7.45	   4.62	 0.305	A2V+...
184.8877028009	-40.8390517015	 60103	 8.64	   3.53	 0.273	A1V
184.9004068088	-36.7199315632	 60104	10.18	  18.86	 1.155	K5V
184.9058556058	-05.8511204176	 60105	 8.86	   4.24	 0.353	F0
184.9077995240	-19.2560677525	 60106	 9.25	  -1.24	 1.173	Md
184.9105916036	+54.2407045335	 60107	 9.14	   3.21	 0.369	F8
184.9163502692	+51.5825162400	 60109	10.77	   3.02	 0.506	K0
184.9163678129	+62.4837217851	 60108	10.03	   6.84	 0.456	F8
184.9164737400	-49.5021310174	 60110	 7.41	   6.87	 1.132	K1III
184.9177699224	+62.3590654660	 60111	 7.85	   5.42	 0.189	A3
184.9184757096	+05.5450847636	 60112	 9.06	   9.63	 0.539	G5
184.9195953419	-39.3768920216	 60113	 8.08	   3.15	 0.357	A1/A2m...
184.9212838220	+57.5496703285	 60114	10.02	  -0.80	 1.579	K0
184.9227492368	+58.8455038829	 60115	11.87	  13.18	 1.550	M0
184.9274357074	+51.4765026653	 60116	10.61	   4.15	 0.777	K0
184.9274771106	-19.1988806630	 60117	 8.23	  -0.06	 1.499	M4III
184.9349679936	+47.7295936868	 60118	10.86	   0.67	 0.924	G5
184.9391907809	-76.8010160446	 60119	 6.85	  17.89	 0.445	F8V
184.9473880966	+06.0411767115	 60120	 7.72	   5.20	 1.113	K0
184.9502651765	+52.7791642499	 60121	11.12	  38.33	 1.562	M0
184.9529595270	+48.9841484964	 60122	 5.28	   6.30	 1.623	M0III
184.9609346556	+28.4643523471	 60123	 6.64	  11.01	 0.183	Am
184.9620944351	+14.3834401354	 60124	 8.95	   4.00	 0.456	F5
184.9642116245	+47.8028611222	 60125	 8.35	   5.45	 0.268	A3
184.9660834318	+11.5985749932	 60126	 8.25	   2.54	 1.415	M...
184.9685104264	+74.1668025721	 60127	 9.94	   1.75	 1.175	K0
184.9737655724	-62.8541846735	 60128	 6.81	   0.85	 0.248	A0Iab
184.9764872072	-00.6668033087	 60129	 3.89	  13.06	 0.026	A2IV
184.9778160408	+10.4843526354	 60130	 8.39	   9.92	 0.570	G0
184.9793167936	-43.9978528725	 60131	10.31	   1.21	 0.470	F2/F3IV/V
184.9803100719	-26.7369310469	 60132	 6.60	   4.58	 1.600	K2III
184.9805517555	+05.6716407582	 60133	 7.28	   9.27	 0.317	A5
184.9818545403	-48.3165180982	 60134	 7.36	  12.32	 0.255	A4II
184.9821593786	-19.2748023840	 60135	 8.71	   2.15	 1.074	K0III
184.9885206423	-15.0627218131	 60136	 7.94	   5.14	 1.071	K0III
184.9906084101	-65.0140221974	 60137	 8.20	   3.13	 0.105	B9.5V
184.9923581094	-41.3596868082	 60138	 7.00	   3.94	 0.873	G8III
184.9923071513	+30.4865421283	 60139	 8.01	   4.14	 1.205	K1III
184.9941351422	+43.6088741087	 60140	 7.68	   3.13	 0.840	G8III
184.9961057645	+04.4569460999	 60141	 9.56	  11.01	 0.653	G5
184.9984835459	-28.5255391605	 60142	 7.81	   8.20	 0.558	F6V
185.0027162466	-29.0342753826	 60143	 8.35	   0.28	 1.614	K5III
185.0103491045	-41.9453277604	 60144	 8.65	   1.73	 1.480	Kp...
185.0118866024	+17.2853872012	 60145	 8.50	   0.97	 1.623	M0
185.0133283585	+83.3739953478	 60146	 7.84	   1.35	 1.069	K0
185.0165121704	-08.1259697200	 60147	 8.83	   7.49	 0.520	F5
185.0191394817	-47.7988182450	 60148	 8.87	   5.79	 0.040	A0V
185.0197364929	-37.8034945831	 60149	 7.67	  15.88	 0.546	F8/G0V
185.0202433121	+13.8550530063	 60150	 6.94	   6.84	 1.080	K0
185.0204949495	-48.8022742219	 60151	 8.90	   1.36	 1.134	K1III
185.0253863942	+15.7147993687	 60152	 8.04	  15.42	 0.499	F8
185.0261704856	-56.7175527425	 60153	 7.87	   2.04	 0.007	B9III
185.0337190634	+09.8924648358	 60154	 7.60	   3.62	 1.350	K0
185.0414483595	-14.1255193586	 60155	 8.32	  15.19	 0.595	G1/G2V
185.0434184745	+41.4068812854	 60156	 8.90	   3.64	 0.338	A2
185.0448670438	-22.1757002841	 60157	 5.94	   6.88	 0.824	K0III+...
185.0478904309	+53.5857356076	 60158	 9.11	   8.12	 0.691	G
185.0547976545	-10.7960602337	 60160	 8.66	   3.86	 0.238	A2
185.0549485259	+53.8781910174	 60159	 8.61	   0.59	 0.305	A2
185.0562481543	+37.9021344725	 60161	 6.73	   6.94	 1.000	K1III
185.0571597906	+66.0356757193	 60162	11.58	  15.64	      	
185.0628916064	-53.3883518533	 60163	 8.25	   4.57	 1.241	K1/K2III
185.0632467868	-00.1445969990	 60164	 8.34	   7.06	 0.408	F5
185.0664208789	-64.6477834505	 60165	 7.14	   2.14	 1.072	G5p...
185.0681801720	-36.6318588568	 60166	 8.26	   1.69	 1.705	M1III
185.0702781162	-04.5102845160	 60167	 7.16	   4.90	 1.118	K0
185.0739689434	+26.0018752216	 60168	 6.16	  16.50	 0.306	F0IV
185.0790583977	-66.2835532031	 60169	 7.74	   1.11	 1.147	G2/G3Iab/Ib
185.0819856203	+26.6194825666	 60170	 5.52	  20.78	 1.091	K2III-IV
185.0842070742	+33.7318486957	 60171	10.06	   2.19	 0.450	F8
185.0874203189	+03.3125741193	 60172	 4.97	  11.43	 1.172	K1III
185.0897393911	+64.7762629751	 60173	 9.17	   4.82	 0.633	G0
185.0909034523	-02.9239107556	 60174	11.83	  17.19	 1.275	
185.0960992022	+66.3911766012	 60175	 7.12	   4.51	 0.066	A0
185.0978579225	+35.7041027011	 60176	10.04	   3.58	 1.210	K2III
185.1005576500	-06.5570297979	 60177	 9.17	   4.30	 0.235	A0
              	              	 60178	 9.99	       	 1.445	M0V
185.1084044583	-07.6136459566	 60179	 8.97	   6.31	 0.454	F5
185.1138645769	+61.3096390829	 60180	 7.21	   2.26	 1.766	M3:III
185.1151188214	+09.9899311767	 60181	10.38	   2.16	 0.830	K0
185.1158178863	-42.9731285792	 60182	 8.96	   3.43	 1.125	K1III
185.1175950656	-65.8426564269	 60183	 6.20	  10.10	-0.041	B9V
185.1363492165	+43.4083546359	 60184	 8.42	   2.99	 1.250	K0IV
185.1384017481	+80.0158473014	 60185	 8.41	   1.85	 1.154	K2
185.1396376524	+31.1345612162	 60186	11.62	  21.26	 1.594	M:
185.1398225946	-30.4387967523	 60187	 8.49	  12.63	 0.571	F8/G0V
185.1401731702	-22.2159012204	 60189	 5.20	   8.47	-0.090	B8V
185.1405353948	+13.7511166686	 60188	 9.88	   0.30	 1.005	K0
185.1418168761	+01.5147827706	 60190	 9.69	   2.76	 1.071	K2
185.1438927090	-36.0294540522	 60191	 9.05	   1.55	 1.003	G8/K0III
185.1492274205	+63.6702600467	 60192	 7.22	   7.92	 1.032	G5
185.1608809204	+20.0647841104	 60193	 8.35	   2.85	 1.020	K0
185.1636033734	-03.9951913184	 60194	 7.94	  13.25	 0.526	F5
185.1654923479	+44.6446154449	 60195	10.08	  -3.66	 1.180	K0III
185.1696296887	+29.5335890947	 60196	10.30	   0.48	 0.545	F8
185.1715041219	+15.1440397862	 60198	 9.03	   2.03	 1.130	K0
185.1724010711	+27.0545453640	 60197	 6.32	  10.83	 0.394	F3V + F3V
185.1745324170	-20.2272717582	 60199	 8.92	   1.19	 0.329	A8/A9III/IV
185.1752652153	+22.9143764163	 60200	 8.46	   4.88	 0.567	G5...
185.1761735077	+34.9995964679	 60201	 9.33	   2.45	 1.035	K0III
185.1792748203	+17.7928681740	 60202	 4.72	   9.04	 1.010	G8III
185.1804864110	-70.8636215857	 60203	10.90	   0.10	 0.273	B
185.1834807616	-36.2038147304	 60204	 8.23	   5.65	 0.094	A0V
185.1841696819	-52.2569395672	 60205	10.06	   8.42	 0.521	F5
185.1898777956	+25.7658639485	 60206	 9.05	  13.61	 0.560	G0V
185.1951299204	-19.8960617659	 60207	 8.99	  33.64	 1.009	K3V
185.1987083404	-19.8416960223	 60208	10.38	   7.07	 0.665	G5
185.2029913955	-22.3277576118	 60209	 8.60	   5.66	 1.356	K1/K2III
185.2029810205	+15.5409876083	 60210	 6.47	   6.81	 1.025	K0
185.2047871117	-64.9603834319	 60211	 7.98	   2.17	 0.964	G5III
185.2120106852	+57.8641181027	 60212	 5.54	   4.65	 1.452	K5III
185.2125105120	-12.8533671189	 60213	 8.24	   3.02	 1.523	M3III
185.2126465728	-59.1016581412	 60214	 8.76	   2.26	 0.165	A0V(n)
185.2132405530	-67.5376375453	 60215	 8.10	   0.33	 0.937	G2:III+...
185.2209258178	-56.0486140694	 60216	 8.62	   1.65	-0.008	B8/B9V
185.2243481785	-15.8153518600	 60217	 8.07	  13.50	 0.528	F7V
185.2244515866	-52.1653287442	 60218	10.47	   0.42	 0.508	G0
185.2254903882	-47.4546257027	 60219	 7.11	   7.23	 0.252	A7III
185.2313462150	+06.5719101775	 60220	 9.15	   4.96	 0.837	K0
185.2321364234	-13.5657240582	 60221	 5.14	  16.61	 1.048	K0III
185.2359891334	+16.9898355129	 60222	 8.99	   4.23	 0.950	K2
185.2379890143	-55.0216022672	 60223	 9.00	   3.84	 1.092	G5III
185.2508300635	+04.5377772950	 60224	 8.20	   4.60	 1.118	K2
185.2522751686	+53.3177064746	 60225	 8.44	   1.71	 1.106	G5
185.2571625333	-29.1837591265	 60227	 9.67	   1.37	 1.349	K1/K2V:
185.2570470121	+34.0011047772	 60226	 9.84	   6.04	 0.570	G0
185.2598980791	-69.9517405324	 60228	10.49	  -0.71	 0.141	A5
185.2601610358	+45.5147207263	 60229	 7.39	   5.28	 0.966	G8III
185.2641278148	+25.0316572193	 60230	 7.31	  20.05	 0.880	K0V
185.2661406929	-72.8154146342	 60232	 9.27	   6.75	 0.494	F6V
185.2670094390	+38.0238261871	 60231	 7.48	   3.70	 0.982	G9III
185.2700331649	+25.7199897828	 60233	 8.06	   4.27	 1.057	K0III
185.2774540126	-42.5619983722	 60235	 6.83	   3.43	 0.072	A0V
185.2775771827	+71.4396385690	 60234	 9.76	   2.09	 1.138	K2
185.2852696160	-11.4757515797	 60236	 8.60	  12.02	 0.290	F0p
185.2857302318	-11.4793951301	 60237	 9.58	   7.02	 0.386	A0
185.2879983427	-65.8357903457	 60238	 8.39	   6.84	 0.375	F0V
185.2898761019	-38.3027240281	 60239	 8.12	  14.89	 0.536	F6V
185.2920259874	+41.4830323905	 60240	 7.72	   4.99	 1.163	K0IIICN
185.2924449686	-45.0032619377	 60241	 8.53	   3.29	 1.331	K2/K3III
185.2928064975	+31.3021688935	 60242	 8.68	   8.99	 0.552	F8V
185.2959041098	-56.7740329469	 60243	 7.75	   0.72	-0.010	B8/B9III
185.2964308703	+34.6866771756	 60244	 7.13	   5.28	 1.078	K1III
185.2988365488	-48.0553306781	 60245	 8.90	   8.08	 0.387	F2V
185.3024686372	-57.3038940097	 60246	 8.51	   1.91	 0.069	B9.5V
185.3036457279	+05.4903440344	 60247	 9.19	   6.95	 0.526	F5
185.3057600898	-09.5492555055	 60248	 7.66	   3.74	 1.067	K0
185.3089121686	+03.7077212621	 60249	 8.35	  10.53	 0.466	F2
185.3119543845	-45.3869291504	 60250	 9.23	   3.69	 0.363	F0V
185.3127974688	-50.1942603608	 60251	 9.00	  16.52	 0.540	F7V
185.3147268792	-30.5555354062	 60252	 9.50	   7.57	 0.896	K1V
185.3177037218	-26.7324715123	 60253	 7.57	   2.93	 1.308	K2III
185.3293345305	+46.6583211944	 60254	10.11	   4.85	 1.025	G9III
185.3325842540	+56.9788667323	 60255	 9.34	   3.91	 0.866	K0
185.3371216594	+32.1764527478	 60256	 9.14	   4.33	 0.533	G0
185.3376301183	-54.5015612825	 60257	 8.43	   6.05	 0.308	A8V
185.3380384827	-62.2816335875	 60259	 6.56	   0.86	 0.790	G2Ib
185.3383226366	+46.5900539493	 60258	10.48	   5.83	 0.478	F5
185.3400385899	-60.4011467037	 60260	 3.59	  14.30	 1.389	K3/K4III
185.3406716578	-80.0615508050	 60261	 7.65	   6.96	 0.222	A2m...
185.3495404233	-48.6988777962	 60262	 9.84	   3.77	 0.340	F2/F3V
185.3508878967	-50.9699973811	 60263	 9.67	   5.94	 0.613	F6V
185.3519823063	+02.7281722366	 60264	 8.41	  10.21	 0.829	K0
185.3536092993	+34.0453459763	 60265	10.95	  25.72	 1.572	M0
185.3614181933	+24.9970278314	 60266	 7.38	  11.20	 0.286	Am
185.3670009320	-47.2692209644	 60267	 8.54	   2.85	 0.793	K1/K2III+..
185.3672044693	+61.7472510054	 60268	 8.23	  24.27	 0.622	G2V
185.3689487146	+61.4686110568	 60269	 9.28	   9.31	 0.618	F8
185.3705864730	+50.2309173852	 60270	10.66	   6.32	 0.650	F8
185.3721775361	+36.7802611879	 60271	10.36	   4.34	 0.456	F2
185.3730232892	+07.8185527567	 60272	 9.54	   6.74	 0.491	G0
185.3744307055	-30.4850353564	 60273	 8.40	   3.32	 1.748	M2/M3III
185.3847987820	+24.5119705387	 60274	 8.94	   9.22	 0.471	F8V
185.3857701461	-44.2684164912	 60275	 7.58	   2.70	 1.008	K1III+...
185.3926392694	+62.9747058838	 60276	10.34	   3.02	 0.852	G5
185.3927472406	-09.3999466453	 60277	 8.26	  11.88	 0.724	G5
185.3968304032	-69.1103350078	 60278	 7.64	   1.62	 0.645	G1/G2III+..
185.4071094140	-47.5186410845	 60279	 8.65	   4.15	 1.064	K1III
185.4075750128	-00.1579954506	 60280	 8.08	   6.00	 1.179	K2
185.4105028149	-27.2729740206	 60281	 8.12	   9.42	 0.513	F5V
185.4141013007	+21.3027742861	 60282	 8.35	   2.81	 0.719	G0
185.4232301479	-22.8886311087	 60283	 7.71	   2.93	 1.306	K2/K3III
185.4278597408	-51.5343790072	 60284	 8.73	   3.27	 0.972	K0III
185.4346418808	+43.2197408982	 60285	10.47	   8.58	 0.599	
185.4355732118	+39.3967526272	 60286	10.32	  17.04	 0.863	G8V
185.4352828315	-61.5387472198	 60288	 7.91	  14.65	 0.570	F8V
185.4365189565	-79.4666004694	 60287	 7.51	   6.95	 0.020	A1V
185.4369038644	+45.4641938429	 60289	 9.33	   1.63	 1.120	K0III
185.4380047251	+21.8727398567	 60290	 7.41	   6.46	 0.541	F8III
185.4442593385	-49.9489625308	 60291	 6.58	   3.11	 1.467	K3III
185.4503211785	-34.7800269514	 60292	 9.40	   5.78	 1.063	Kp...
185.4542776827	+26.5490981958	 60293	 9.31	  11.43	 0.586	G0...
185.4547524178	-49.6667741707	 60294	10.13	   8.51	 0.709	G5
185.4583139912	-85.0100363346	 60297	 9.13	   5.72	 0.841	G8IIICN...
185.4580053395	+40.7093282924	 60295	 7.98	   4.18	 0.976	G9III
185.4586420811	-54.4002599835	 60296	 9.00	   5.38	 0.247	A5/7V(m)
185.4629749898	-04.3864037765	 60298	 7.34	   0.92	 1.564	K5
185.4660924343	-18.4000433168	 60299	 8.55	   5.02	 0.441	F3IV/V
185.4676037400	+28.1498899879	 60300	 9.90	   0.94	 0.883	G8III
185.4709349590	+55.4123557936	 60301	 9.66	   3.38	 0.419	G0
185.4722350687	-57.3081859133	 60302	 8.88	   7.07	 0.407	F2V
185.4753107827	+42.1338862650	 60303	 9.36	  62.54	 1.354	M0V
185.4840121436	+27.3095100175	 60304	 8.51	  10.76	 0.463	F6V
185.4843705853	+47.1822022544	 60305	 6.33	  10.61	 1.115	K2III
185.4846426768	-57.0487768444	 60306	 8.17	   9.75	 0.347	F2III
185.4850233569	+14.8443562323	 60307	 9.55	   5.39	 0.460	G0
185.4892801988	-56.3743854715	 60308	 5.91	   1.87	 1.533	K4III + (F)
185.4893879458	-58.4156228350	 60309	 8.49	   1.41	 0.048	B9V
185.4993621787	-41.0592398396	 60310	 8.54	  41.49	 1.064	K4V
185.5058449854	+33.0907006879	 60311	 7.48	   4.23	 1.040	K0IIIw...
185.5080039100	-56.0938493323	 60312	 9.36	   2.90	 0.438	F2IV/V
185.5086424239	+16.7447302664	 60313	 6.67	   8.30	 0.061	A2p
185.5105272693	+34.2556639285	 60314	 8.78	  14.23	 0.630	G6V
185.5176116852	-08.5576588608	 60315	 8.98	  -1.27	 1.169	K5
